year,country,iso3,pol,status
2009,Italy,ITA,8,In force
2009,Italy,ITA,8,In force
2009,Italy,ITA,8,Ended
2009,Italy,ITA,8,In force
2009,Italy,ITA,8,Ended
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,Ended
2006,United States,USA,28,Ended
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,Ended
2006,United States,USA,28,Ended
2006,United States,USA,28,Ended
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,Ended
2006,United States,USA,28,In force
2006,United States,USA,28,Ended
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2006,United States,USA,28,In force
2012,United Arab Emirates,ARE,1,Ended
2006,United Kingdom,GBR,7,In force
2006,United Kingdom,GBR,7,Ended
2006,United Kingdom,GBR,7,In force
2006,United Kingdom,GBR,7,In force
2006,United Kingdom,GBR,7,In force
2006,United Kingdom,GBR,7,Ended
2006,United Kingdom,GBR,7,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,Ended
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,In force
2010,Portugal,PRT,16,Ended
2010,Portugal,PRT,16,In force
2012,Greece,GRC,3,Ended
2012,Greece,GRC,3,In force
2012,Greece,GRC,3,In force
2010,France,FRA,7,In force
2010,France,FRA,7,In force
2010,France,FRA,7,In force
2010,France,FRA,7,In force
2010,France,FRA,7,In force
2010,France,FRA,7,In force
2010,France,FRA,7,Ended
2009,Sweden,SWE,8,In force
2009,Sweden,SWE,8,In force
2009,Sweden,SWE,8,In force
2009,Sweden,SWE,8,Ended
2009,Sweden,SWE,8,In force
2009,Sweden,SWE,8,Ended
2009,Sweden,SWE,8,In force
2009,Sweden,SWE,8,In force
2004,Tunisia,TUN,2,In force
2004,Tunisia,TUN,2,Ended
2000,France,FRA,13,In force
2000,France,FRA,13,In force
2000,France,FRA,13,Ended
2000,France,FRA,13,In force
2000,France,FRA,13,Ended
2000,France,FRA,13,In force
2000,France,FRA,13,In force
2000,France,FRA,13,Ended
2000,France,FRA,13,In force
2000,France,FRA,13,In force
2000,France,FRA,13,Ended
2000,France,FRA,13,In force
2000,France,FRA,13,In force
2002,New Zealand,NZL,4,In force
2002,New Zealand,NZL,4,Ended
2002,New Zealand,NZL,4,In force
2002,New Zealand,NZL,4,In force
2004,Italy,ITA,8,Ended
2004,Italy,ITA,8,In force
2004,Italy,ITA,8,In force
2004,Italy,ITA,8,In force
2004,Italy,ITA,8,In force
2004,Italy,ITA,8,Ended
2004,Italy,ITA,8,Ended
2004,Italy,ITA,8,Ended
2007,Korea,KOR,5,In force
2007,Korea,KOR,5,In force
2007,Korea,KOR,5,In force
2007,Korea,KOR,5,In force
2007,Korea,KOR,5,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,Ended
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2012,Australia,AUS,28,In force
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,In force
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,Ended
2009,Australia,AUS,25,In force
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,Ended
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,In force
2007,Canada,CAN,20,Ended
2010,Germany,DEU,5,In force
2010,Germany,DEU,5,In force
2010,Germany,DEU,5,In force
2010,Germany,DEU,5,In force
2010,Germany,DEU,5,In force
2006,Hungary,HUN,6,In force
2006,Hungary,HUN,6,In force
2006,Hungary,HUN,6,In force
2006,Hungary,HUN,6,In force
2006,Hungary,HUN,6,Ended
2006,Hungary,HUN,6,In force
2006,Hungary,HUN,6,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,Ended
2001,United Kingdom,GBR,13,In force
2001,United Kingdom,GBR,13,In force
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,Ended
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2013,Spain,ESP,20,In force
2007,France,FRA,7,In force
2007,France,FRA,7,In force
2007,France,FRA,7,In force
2007,France,FRA,7,In force
2007,France,FRA,7,In force
2007,France,FRA,7,Ended
2007,France,FRA,7,Ended
2015,France,FRA,7,In force
2015,France,FRA,7,In force
2015,France,FRA,7,In force
2015,France,FRA,7,Ended
2015,France,FRA,7,In force
2015,France,FRA,7,In force
2015,France,FRA,7,In force
2009,New Zealand,NZL,4,In force
2009,New Zealand,NZL,4,Ended
2009,New Zealand,NZL,4,Ended
2009,New Zealand,NZL,4,Ended
2008,Germany,DEU,16,Ended
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,Ended
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,In force
2008,Germany,DEU,16,Ended
2008,Germany,DEU,16,In force
2004,Japan,JPN,4,Ended
2004,Japan,JPN,4,In force
2004,Japan,JPN,4,Ended
2004,Japan,JPN,4,In force
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,Ended
2015,Portugal,PRT,16,In force
2015,Portugal,PRT,16,Ended
2002,Italy,ITA,3,In force
2002,Italy,ITA,3,In force
2002,Italy,ITA,3,Ended
2001,Italy,ITA,7,Ended
2001,Italy,ITA,7,In force
2001,Italy,ITA,7,In force
2001,Italy,ITA,7,In force
2001,Italy,ITA,7,Ended
2001,Italy,ITA,7,Ended
2001,Italy,ITA,7,Ended
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,Ended
2005,United States,USA,18,Ended
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2005,United States,USA,18,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,Ended
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,Ended
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2017,Canada,CAN,24,In force
2005,Sweden,SWE,6,Ended
2005,Sweden,SWE,6,In force
2005,Sweden,SWE,6,In force
2005,Sweden,SWE,6,In force
2005,Sweden,SWE,6,In force
2005,Sweden,SWE,6,In force
2010,Tunisia,TUN,1,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,In force
2002,United States,USA,15,Ended
2002,United States,USA,15,In force
2014,Italy,ITA,6,In force
2014,Italy,ITA,6,In force
2014,Italy,ITA,6,In force
2014,Italy,ITA,6,Ended
2014,Italy,ITA,6,In force
2014,Italy,ITA,6,In force
2009,United Arab Emirates,ARE,2,In force
2009,United Arab Emirates,ARE,2,In force
2009,Russian Federation,RUS,4,In force
2009,Russian Federation,RUS,4,In force
2009,Russian Federation,RUS,4,In force
2009,Russian Federation,RUS,4,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,Ended
2009,United States,USA,37,Ended
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2009,United States,USA,37,In force
2011,United States,USA,14,In force
2011,United States,USA,14,Ended
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2011,United States,USA,14,In force
2012,European Union,EUR,12,Ended
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,Ended
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2012,European Union,EUR,12,In force
2001,Canada,CAN,9,In force
2001,Canada,CAN,9,In force
2001,Canada,CAN,9,Ended
2001,Canada,CAN,9,Ended
2001,Canada,CAN,9,In force
2001,Canada,CAN,9,In force
2001,Canada,CAN,9,Ended
2001,Canada,CAN,9,In force
2001,Canada,CAN,9,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,In force
2010,People's Republic of China,CHN,12,Ended
2010,People's Republic of China,CHN,12,Ended
2010,People's Republic of China,CHN,12,Ended
2010,People's Republic of China,CHN,12,Ended
2010,People's Republic of China,CHN,12,Ended
2010,People's Republic of China,CHN,12,In force
2001,Germany,DEU,4,In force
2001,Germany,DEU,4,Ended
2001,Germany,DEU,4,In force
2001,Germany,DEU,4,In force
2012,New Zealand,NZL,4,Ended
2012,New Zealand,NZL,4,In force
2012,New Zealand,NZL,4,In force
2012,New Zealand,NZL,4,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,Ended
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,Ended
2006,People's Republic of China,CHN,17,Ended
2006,People's Republic of China,CHN,17,Ended
2006,People's Republic of China,CHN,17,In force
2006,People's Republic of China,CHN,17,Ended
2006,People's Republic of China,CHN,17,In force
2007,Japan,JPN,8,In force
2007,Japan,JPN,8,In force
2007,Japan,JPN,8,In force
2007,Japan,JPN,8,Ended
2007,Japan,JPN,8,In force
2007,Japan,JPN,8,In force
2007,Japan,JPN,8,Ended
2007,Japan,JPN,8,Ended
2007,Japan,JPN,8,In force
2005,Turkiye,TUR,4,In force
2005,Turkiye,TUR,4,In force
2005,Turkiye,TUR,4,In force
2005,Turkiye,TUR,4,In force
2005,Turkiye,TUR,4,In force
2005,Turkiye,TUR,4,In force
2016,Turkmenistan,TKM,2,In force
2016,Turkmenistan,TKM,2,Announced
2020,Turkmenistan,TKM,1,In force
2008,Turkmenistan,TKM,1,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,Ended
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,Ended
2007,United States,USA,28,In force
2007,United States,USA,28,Ended
2007,United States,USA,28,Ended
2007,United States,USA,28,Ended
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2007,United States,USA,28,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2018,Singapore,SGP,9,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,Ended
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,Ended
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2010,United States,USA,20,In force
2012,United States,USA,16,In force
2012,United States,USA,16,Ended
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,In force
2012,United States,USA,16,Ended
2012,United States,USA,16,In force
2007,Finland,FIN,4,In force
2007,Finland,FIN,4,In force
2007,Finland,FIN,4,In force
2007,Finland,FIN,4,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,Ended
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2019,India,IND,19,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,Announced
2021,India,IND,21,Announced
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,In force
2021,India,IND,21,Ended
2021,India,IND,21,In force
2021,India,IND,21,Ended
2021,India,IND,21,In force
2021,India,IND,21,In force
2014,United States,USA,17,In force
2014,United States,USA,17,Ended
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2014,United States,USA,17,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2017,United States,USA,14,Ended
2017,United States,USA,14,In force
2017,United States,USA,14,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,Ended
2015,United States,USA,24,Ended
2015,United States,USA,24,Ended
2015,United States,USA,24,Ended
2015,United States,USA,24,Ended
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2015,United States,USA,24,In force
2021,Switzerland,CHE,14,Ended
2021,Switzerland,CHE,14,In force
2021,Switzerland,CHE,14,In force
2021,Switzerland,CHE,14,In force
2021,Switzerland,CHE,14,In force
2021,Switzerland,CHE,14,In force
